id,lang,category_id,category_zh,category_en,kind,text,amount,currency,note,date_spec,dates,anchor_date
groceries-zh-013,zh,groceries,商超购物,Groceries,expense,超市买土鸡蛋一盒花了15元,15,CNY,鸡蛋,anchor,2026-08-31,2026-08-31
groceries-zh-014,zh,groceries,商超购物,Groceries,expense,免税店买化妆品花了800HKD,800,HKD,免税店,anchor,2026-08-31,2026-08-31
groceries-zh-015,zh,groceries,商超购物,Groceries,expense,生鲜超市买海鲜花了350块,350,CNY,海鲜,anchor,2026-08-31,2026-08-31
groceries-zh-016,zh,groceries,商超购物,Groceries,expense,超市买卫生纸花了89元,89,CNY,纸品,anchor,2026-08-31,2026-08-31
groceries-zh-017,zh,groceries,商超购物,Groceries,expense,全家买便当和饮料花了32块,32,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-018,zh,groceries,商超购物,Groceries,expense,百佳超市买水果花了128HKD,128,HKD,水果,anchor,2026-08-31,2026-08-31
groceries-zh-019,zh,groceries,商超购物,Groceries,expense,今天明天小卖部买饮料都花8元,8,CNY,小卖部,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
groceries-zh-020,zh,groceries,商超购物,Groceries,expense,仓储超市买纸巾洗衣液花了199块,199,CNY,囤货,anchor,2026-08-31,2026-08-31
groceries-zh-021,zh,groceries,商超购物,Groceries,expense,超市买牛奶面包花了56元,56,CNY,牛奶面包,anchor,2026-08-31,2026-08-31
groceries-zh-022,zh,groceries,商超购物,Groceries,expense,OK便利店买咖啡花了18HKD,18,HKD,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-023,zh,groceries,商超购物,Groceries,expense,上周每天菜市场买肉和菜花了120块,120,CNY,买菜,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30,2026-08-31
groceries-zh-024,zh,groceries,商超购物,Groceries,expense,进口超市买巧克力花了88元,88,CNY,进口超市,anchor,2026-08-31,2026-08-31
groceries-zh-025,zh,groceries,商超购物,Groceries,expense,超市搞促销囤货花了300块,300,CNY,促销囤货,anchor,2026-08-31,2026-08-31
groceries-zh-026,zh,groceries,商超购物,Groceries,expense,便利店买雨伞花了25元,25,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-027,zh,groceries,商超购物,Groceries,expense,惠康超市买零食花了98HKD,98,HKD,零食,anchor,2026-08-31,2026-08-31
groceries-zh-028,zh,groceries,商超购物,Groceries,expense,超市买洗洁精和垃圾袋花了35元,35,CNY,日用品,anchor,2026-08-31,2026-08-31
groceries-zh-029,zh,groceries,商超购物,Groceries,expense,生鲜店买排骨花了78块,78,CNY,生鲜,anchor,2026-08-31,2026-08-31
groceries-zh-030,zh,groceries,商超购物,Groceries,expense,超市买牙膏牙刷花了42元,42,CNY,日用品,anchor,2026-08-31,2026-08-31
groceries-zh-031,zh,groceries,商超购物,Groceries,expense,今天到后天便利店买冰棍都花10块,10,CNY,便利店,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
groceries-zh-032,zh,groceries,商超购物,Groceries,expense,城市超市买进口水果花了168元,168,CNY,进口水果,anchor,2026-08-31,2026-08-31
groceries-zh-033,zh,groceries,商超购物,Groceries,expense,超市买拖鞋花了29块,29,CNY,日用品,anchor,2026-08-31,2026-08-31
groceries-zh-034,zh,groceries,商超购物,Groceries,expense,便利店买充电宝花了99元,99,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-035,zh,groceries,商超购物,Groceries,expense,菜市场买海鲜花了280块,280,CNY,海鲜,anchor,2026-08-31,2026-08-31
groceries-zh-036,zh,groceries,商超购物,Groceries,expense,超市买洗发水沐浴露花了118元,118,CNY,洗护,anchor,2026-08-31,2026-08-31
groceries-zh-037,zh,groceries,商超购物,Groceries,expense,便利店买口罩花了15块,15,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-038,zh,groceries,商超购物,Groceries,expense,精品超市买牛排花了198元,198,CNY,进口超市,anchor,2026-08-31,2026-08-31
groceries-zh-039,zh,groceries,商超购物,Groceries,expense,超市买酱油醋调料花了45块,45,CNY,调料,anchor,2026-08-31,2026-08-31
groceries-zh-040,zh,groceries,商超购物,Groceries,expense,便利店买口香糖花了10元,10,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-041,zh,groceries,商超购物,Groceries,expense,超市买坚果礼盒花了128块,128,CNY,坚果,anchor,2026-08-31,2026-08-31
groceries-zh-042,zh,groceries,商超购物,Groceries,expense,超市买卫生巾花了56元,56,CNY,日用品,anchor,2026-08-31,2026-08-31
groceries-zh-043,zh,groceries,商超购物,Groceries,expense,便利店买矿泉水花了5块,5,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-044,zh,groceries,商超购物,Groceries,expense,超市买速冻饺子花了38元,38,CNY,速冻食品,anchor,2026-08-31,2026-08-31
groceries-zh-045,zh,groceries,商超购物,Groceries,expense,菜市场买水果花了60块,60,CNY,水果,anchor,2026-08-31,2026-08-31
groceries-zh-046,zh,groceries,商超购物,Groceries,expense,超市买洗衣液补充装花了49元,49,CNY,日化,anchor,2026-08-31,2026-08-31
groceries-zh-047,zh,groceries,商超购物,Groceries,expense,便利店买面包花了12块,12,CNY,便利店,anchor,2026-08-31,2026-08-31
groceries-zh-048,zh,groceries,商超购物,Groceries,expense,超市买床上四件套花了299元,299,CNY,家纺,anchor,2026-08-31,2026-08-31
groceries-zh-049,zh,groceries,商超购物,Groceries,expense,超市买锅碗瓢盆花了150块,150,CNY,厨具,anchor,2026-08-31,2026-08-31
groceries-zh-050,zh,groceries,商超购物,Groceries,expense,超市买零食大礼包花了88元,88,CNY,零食,anchor,2026-08-31,2026-08-31
household_goods-zh-001,zh,household_goods,日用百货,Household Goods,expense,昨天买垃圾袋洗洁精花了35元,35,CNY,清洁用品,rel:-1,2026-08-30,2026-08-31
household_goods-zh-002,zh,household_goods,日用百货,Household Goods,expense,囤卫生纸花了89块钱,89,CNY,纸品,anchor,2026-08-31,2026-08-31
household_goods-zh-003,zh,household_goods,日用百货,Household Goods,expense,买洗漱用品花了120HKD,120,HKD,洗漱用品,anchor,2026-08-31,2026-08-31
household_goods-zh-004,zh,household_goods,日用百货,Household Goods,expense,本周三买厨房清洁用品花了56元,56,CNY,清洁用品,weekday:3,2026-09-02,2026-08-31
household_goods-zh-005,zh,household_goods,日用百货,Household Goods,expense,买一次性口罩花了45块,45,CNY,口罩,anchor,2026-08-31,2026-08-31
household_goods-zh-006,zh,household_goods,日用百货,Household Goods,expense,买雨伞拖鞋花了78元,78,CNY,日常用品,anchor,2026-08-31,2026-08-31
household_goods-zh-007,zh,household_goods,日用百货,Household Goods,expense,买收纳盒花了99HKD,99,HKD,收纳,anchor,2026-08-31,2026-08-31
household_goods-zh-008,zh,household_goods,日用百货,Household Goods,expense,买洗衣液柔顺剂花了109元,109,CNY,日化,anchor,2026-08-31,2026-08-31
household_goods-zh-009,zh,household_goods,日用百货,Household Goods,expense,8月12日买驱蚊用品花了32USD,32,USD,驱蚊,ymd:2026-08-12,2026-08-12,2026-08-31
household_goods-zh-010,zh,household_goods,日用百货,Household Goods,expense,买保鲜膜锡纸花了28块,28,CNY,厨房用品,anchor,2026-08-31,2026-08-31
household_goods-zh-011,zh,household_goods,日用百货,Household Goods,expense,买牙膏牙刷套装花了42元,42,CNY,洗漱,anchor,2026-08-31,2026-08-31
household_goods-zh-012,zh,household_goods,日用百货,Household Goods,expense,买拖把扫帚花了65块,65,CNY,清洁工具,anchor,2026-08-31,2026-08-31
household_goods-zh-013,zh,household_goods,日用百货,Household Goods,expense,买垃圾桶花了25元,25,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-014,zh,household_goods,日用百货,Household Goods,expense,买衣架裤架花了38块,38,CNY,收纳,anchor,2026-08-31,2026-08-31
household_goods-zh-015,zh,household_goods,日用百货,Household Goods,expense,买洗碗布钢丝球花了12元,12,CNY,清洁,anchor,2026-08-31,2026-08-31
household_goods-zh-016,zh,household_goods,日用百货,Household Goods,expense,今天明天都补了纸巾抽纸整箱花了99块,99,CNY,纸品,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
household_goods-zh-017,zh,household_goods,日用百货,Household Goods,expense,买洁厕灵花了18元,18,CNY,清洁,anchor,2026-08-31,2026-08-31
household_goods-zh-018,zh,household_goods,日用百货,Household Goods,expense,买一次性手套花了15块,15,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-019,zh,household_goods,日用百货,Household Goods,expense,买厨房抹布花了20元,20,CNY,清洁,anchor,2026-08-31,2026-08-31
household_goods-zh-020,zh,household_goods,日用百货,Household Goods,expense,买真空收纳袋花了56块,56,CNY,收纳,anchor,2026-08-31,2026-08-31
household_goods-zh-021,zh,household_goods,日用百货,Household Goods,expense,买插排插座花了49元,49,CNY,电器配件,anchor,2026-08-31,2026-08-31
household_goods-zh-022,zh,household_goods,日用百货,Household Goods,expense,买电池五号七号花了25块,25,CNY,电池,anchor,2026-08-31,2026-08-31
household_goods-zh-023,zh,household_goods,日用百货,Household Goods,expense,买灯泡LED花了30元,30,CNY,灯具,anchor,2026-08-31,2026-08-31
household_goods-zh-024,zh,household_goods,日用百货,Household Goods,expense,买粘毛器花了19块,19,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-025,zh,household_goods,日用百货,Household Goods,expense,买鞋刷鞋油花了22元,22,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-026,zh,household_goods,日用百货,Household Goods,expense,买针线盒花了15块,15,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-027,zh,household_goods,日用百货,Household Goods,expense,买马桶垫花了18元,18,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-028,zh,household_goods,日用百货,Household Goods,expense,买樟脑丸花了10块,10,CNY,日用品,anchor,2026-08-31,2026-08-31
household_goods-zh-029,zh,household_goods,日用百货,Household Goods,expense,买雨衣雨鞋花了68元,68,CNY,雨具,anchor,2026-08-31,2026-08-31
household_goods-zh-030,zh,household_goods,日用百货,Household Goods,expense,买保温壶花了89块,89,CNY,水具,anchor,2026-08-31,2026-08-31
household_goods-zh-031,zh,household_goods,日用百货,Household Goods,expense,买菜板菜刀花了128元,128,CNY,厨具,anchor,2026-08-31,2026-08-31
household_goods-zh-032,zh,household_goods,日用百货,Household Goods,expense,买碗碟套装花了199块,199,CNY,餐具,anchor,2026-08-31,2026-08-31
