id,lang,category_id,category_zh,category_en,kind,text,amount,currency,note,date_spec,dates,anchor_date
food_dining-zh-013,zh,food_dining,餐饮美食,Food and Dining,expense,麦当劳吃板烧鸡腿堡套餐花了36块,36,CNY,快餐,anchor,2026-08-31,2026-08-31
food_dining-en-013,en,food_dining,餐饮美食,Food and Dining,expense,"McDonald's grilled chicken combo, 36 bucks",36,CNY,Fast food,anchor,2026-08-31,2026-08-31
food_dining-zh-014,zh,food_dining,餐饮美食,Food and Dining,expense,寿司店吃三文鱼刺身饭花了78HKD,78,HKD,日料,anchor,2026-08-31,2026-08-31
food_dining-en-014,en,food_dining,餐饮美食,Food and Dining,expense,"Salmon don at the sushi place, 78 HKD",78,HKD,Japanese food,anchor,2026-08-31,2026-08-31
food_dining-zh-015,zh,food_dining,餐饮美食,Food and Dining,expense,蜜雪冰城买柠檬水花了6元,6,CNY,饮品,anchor,2026-08-31,2026-08-31
food_dining-en-015,en,food_dining,餐饮美食,Food and Dining,expense,"Lemonade at Mixue, 6 yuan",6,CNY,Drinks,anchor,2026-08-31,2026-08-31
food_dining-zh-016,zh,food_dining,餐饮美食,Food and Dining,expense,昨晚自己煮面加煎蛋花了9块,9,CNY,自己做饭,anchor,2026-08-31,2026-08-31
food_dining-en-016,en,food_dining,餐饮美食,Food and Dining,expense,"Cooked noodles with fried egg last night, 9 bucks",9,CNY,Home cooking,anchor,2026-08-31,2026-08-31
food_dining-zh-017,zh,food_dining,餐饮美食,Food and Dining,expense,深夜点了份黄焖鸡米饭花了26元,26,CNY,夜宵外卖,anchor,2026-08-31,2026-08-31
food_dining-en-017,en,food_dining,餐饮美食,Food and Dining,expense,"Late-night braised chicken rice delivery, 26 yuan",26,CNY,Late-night takeout,anchor,2026-08-31,2026-08-31
food_dining-zh-018,zh,food_dining,餐饮美食,Food and Dining,expense,瑞幸买生椰拿铁花了19块,19,CNY,咖啡,anchor,2026-08-31,2026-08-31
food_dining-en-018,en,food_dining,餐饮美食,Food and Dining,expense,"Luckin coconut latte, 19 bucks",19,CNY,Coffee,anchor,2026-08-31,2026-08-31
food_dining-zh-019,zh,food_dining,餐饮美食,Food and Dining,expense,今天到后天兰州拉面馆牛肉面加蛋都花22元,22,CNY,面食,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
food_dining-en-019,en,food_dining,餐饮美食,Food and Dining,expense,"Beef noodle with egg today through day after tomorrow, 22 yuan",22,CNY,Noodles,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
food_dining-zh-020,zh,food_dining,餐饮美食,Food and Dining,expense,东北饺子馆吃晚餐花了45块,45,CNY,饺子,anchor,2026-08-31,2026-08-31
food_dining-en-020,en,food_dining,餐饮美食,Food and Dining,expense,"Dinner at the dumpling house, 45 bucks",45,CNY,Dumplings,anchor,2026-08-31,2026-08-31
food_dining-zh-021,zh,food_dining,餐饮美食,Food and Dining,expense,港式茶餐厅下午茶冻柠茶加菠萝油花了58HKD,58,HKD,下午茶,anchor,2026-08-31,2026-08-31
food_dining-en-021,en,food_dining,餐饮美食,Food and Dining,expense,"Afternoon tea: iced lemon tea and pineapple bun, 58 HKD",58,HKD,Afternoon tea,anchor,2026-08-31,2026-08-31
food_dining-zh-022,zh,food_dining,餐饮美食,Food and Dining,expense,冰淇淋店买两个甜筒花了16元,16,CNY,甜品,anchor,2026-08-31,2026-08-31
food_dining-en-022,en,food_dining,餐饮美食,Food and Dining,expense,"Two ice cream cones, 16 yuan",16,CNY,Dessert,anchor,2026-08-31,2026-08-31
food_dining-zh-023,zh,food_dining,餐饮美食,Food and Dining,expense,绝味鸭脖买鸭货花了32块,32,CNY,卤味,anchor,2026-08-31,2026-08-31
food_dining-en-023,en,food_dining,餐饮美食,Food and Dining,expense,"Duck snacks from Juewei, 32 bucks",32,CNY,Braised snacks,anchor,2026-08-31,2026-08-31
food_dining-zh-024,zh,food_dining,餐饮美食,Food and Dining,expense,水果店买切果盒花了28元,28,CNY,水果,anchor,2026-08-31,2026-08-31
food_dining-en-024,en,food_dining,餐饮美食,Food and Dining,expense,"Pre-cut fruit box, 28 yuan",28,CNY,Fruit,anchor,2026-08-31,2026-08-31
food_dining-zh-025,zh,food_dining,餐饮美食,Food and Dining,expense,公司楼下买便当盒饭花了25块,25,CNY,盒饭,anchor,2026-08-31,2026-08-31
food_dining-en-025,en,food_dining,餐饮美食,Food and Dining,expense,"Bento box downstairs, 25 bucks",25,CNY,Bento,anchor,2026-08-31,2026-08-31
food_dining-zh-026,zh,food_dining,餐饮美食,Food and Dining,expense,本周三外卖点了份意式披萨花了68元,68,CNY,披萨,weekday:3,2026-09-02,2026-08-31
food_dining-en-026,en,food_dining,餐饮美食,Food and Dining,expense,"Ordered pizza takeout this Wednesday, 68 yuan",68,CNY,Pizza,weekday:3,2026-09-02,2026-08-31
food_dining-zh-027,zh,food_dining,餐饮美食,Food and Dining,expense,半夜饿了点串串香夜宵花了55块,55,CNY,夜宵,anchor,2026-08-31,2026-08-31
food_dining-en-027,en,food_dining,餐饮美食,Food and Dining,expense,"Late-night skewers delivery, 55 bucks",55,CNY,Late-night snack,anchor,2026-08-31,2026-08-31
food_dining-zh-028,zh,food_dining,餐饮美食,Food and Dining,expense,粤式早茶点虾饺烧卖花了138元,138,CNY,早茶,anchor,2026-08-31,2026-08-31
food_dining-en-028,en,food_dining,餐饮美食,Food and Dining,expense,"Shrimp dumplings and siu mai at yum cha, 138 yuan",138,CNY,Dim sum,anchor,2026-08-31,2026-08-31
food_dining-zh-029,zh,food_dining,餐饮美食,Food and Dining,expense,同事聚餐吃日式定食花了72块,72,CNY,定食,anchor,2026-08-31,2026-08-31
food_dining-en-029,en,food_dining,餐饮美食,Food and Dining,expense,"Japanese set meal with coworkers, 72 bucks",72,CNY,Set meal,anchor,2026-08-31,2026-08-31
food_dining-zh-030,zh,food_dining,餐饮美食,Food and Dining,expense,好利来买半熟芝士蛋糕花了49元,49,CNY,甜品,anchor,2026-08-31,2026-08-31
food_dining-en-030,en,food_dining,餐饮美食,Food and Dining,expense,"Half-baked cheesecake from Holiland, 49 yuan",49,CNY,Dessert,anchor,2026-08-31,2026-08-31
food_dining-zh-031,zh,food_dining,餐饮美食,Food and Dining,expense,肯德基买全家桶花了99块,99,CNY,快餐,anchor,2026-08-31,2026-08-31
food_dining-en-031,en,food_dining,餐饮美食,Food and Dining,expense,"KFC family bucket, 99 bucks",99,CNY,Fast food,anchor,2026-08-31,2026-08-31
food_dining-zh-032,zh,food_dining,餐饮美食,Food and Dining,expense,8月20日居酒屋吃日料小酌花了280HKD,280,HKD,日料,ymd:2026-08-20,2026-08-20,2026-08-31
food_dining-en-032,en,food_dining,餐饮美食,Food and Dining,expense,"Izakaya dinner on Aug 20, 280 HKD",280,HKD,Japanese food,ymd:2026-08-20,2026-08-20,2026-08-31
food_dining-zh-033,zh,food_dining,餐饮美食,Food and Dining,expense,丘大叔买鸭屎香柠檬茶花了18元,18,CNY,饮品,anchor,2026-08-31,2026-08-31
food_dining-en-033,en,food_dining,餐饮美食,Food and Dining,expense,"Duck-shit fragrance lemon tea, 18 yuan",18,CNY,Drinks,anchor,2026-08-31,2026-08-31
food_dining-zh-034,zh,food_dining,餐饮美食,Food and Dining,expense,上周每天早餐店肠粉加粥花了12块,12,CNY,早餐,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30,2026-08-31
food_dining-en-034,en,food_dining,餐饮美食,Food and Dining,expense,"Rice rolls and congee for breakfast every day last week, 12 bucks",12,CNY,Breakfast,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30,2026-08-31
food_dining-zh-035,zh,food_dining,餐饮美食,Food and Dining,expense,正宗兰州拉面吃大碗面花了20元,20,CNY,面食,anchor,2026-08-31,2026-08-31
food_dining-en-035,en,food_dining,餐饮美食,Food and Dining,expense,"Big bowl of Lanzhou noodles, 20 yuan",20,CNY,Noodles,anchor,2026-08-31,2026-08-31
food_dining-zh-036,zh,food_dining,餐饮美食,Food and Dining,expense,杨国福吃麻辣烫午餐花了35块,35,CNY,麻辣烫,anchor,2026-08-31,2026-08-31
food_dining-en-036,en,food_dining,餐饮美食,Food and Dining,expense,"Lunch at Yang Guofu malatang, 35 bucks",35,CNY,Malatang,anchor,2026-08-31,2026-08-31
food_dining-zh-037,zh,food_dining,餐饮美食,Food and Dining,expense,韩式烤肉店聚餐人均花了160元,160,CNY,聚餐,anchor,2026-08-31,2026-08-31
food_dining-en-037,en,food_dining,餐饮美食,Food and Dining,expense,"Korean BBQ group dinner, my share 160 yuan",160,CNY,Group dinner,anchor,2026-08-31,2026-08-31
food_dining-zh-038,zh,food_dining,餐饮美食,Food and Dining,expense,夏天买半个西瓜花了28块,28,CNY,水果,anchor,2026-08-31,2026-08-31
food_dining-en-038,en,food_dining,餐饮美食,Food and Dining,expense,"Half a watermelon in summer, 28 bucks",28,CNY,Fruit,anchor,2026-08-31,2026-08-31
food_dining-zh-039,zh,food_dining,餐饮美食,Food and Dining,expense,便利店买关东煮花了18元,18,CNY,便利店,anchor,2026-08-31,2026-08-31
food_dining-en-039,en,food_dining,餐饮美食,Food and Dining,expense,"Oden at the convenience store, 18 yuan",18,CNY,Convenience store,anchor,2026-08-31,2026-08-31
food_dining-zh-040,zh,food_dining,餐饮美食,Food and Dining,expense,咖啡店买燕麦拿铁花了32块,32,CNY,咖啡,anchor,2026-08-31,2026-08-31
food_dining-en-040,en,food_dining,餐饮美食,Food and Dining,expense,"Oat milk latte at the cafe, 32 bucks",32,CNY,Coffee,anchor,2026-08-31,2026-08-31
food_dining-zh-041,zh,food_dining,餐饮美食,Food and Dining,expense,粥铺点皮蛋瘦肉粥加油条花了15元,15,CNY,早餐,anchor,2026-08-31,2026-08-31
food_dining-en-041,en,food_dining,餐饮美食,Food and Dining,expense,"Pork congee and fried dough sticks, 15 yuan",15,CNY,Breakfast,anchor,2026-08-31,2026-08-31
food_dining-zh-042,zh,food_dining,餐饮美食,Food and Dining,expense,汉堡王吃皇堡套餐花了41块,41,CNY,快餐,anchor,2026-08-31,2026-08-31
food_dining-en-042,en,food_dining,餐饮美食,Food and Dining,expense,"Burger King Whopper combo, 41 bucks",41,CNY,Fast food,anchor,2026-08-31,2026-08-31
food_dining-zh-043,zh,food_dining,餐饮美食,Food and Dining,expense,泰式餐厅吃冬阴功汤饭花了68元,68,CNY,泰餐,anchor,2026-08-31,2026-08-31
food_dining-en-043,en,food_dining,餐饮美食,Food and Dining,expense,"Tom yum rice at the Thai restaurant, 68 yuan",68,CNY,Thai food,anchor,2026-08-31,2026-08-31
food_dining-zh-044,zh,food_dining,餐饮美食,Food and Dining,expense,甜品店买双皮奶和姜撞奶花了30块,30,CNY,甜品,anchor,2026-08-31,2026-08-31
food_dining-en-044,en,food_dining,餐饮美食,Food and Dining,expense,"Double-skin milk and ginger milk pudding, 30 bucks",30,CNY,Dessert,anchor,2026-08-31,2026-08-31
food_dining-zh-045,zh,food_dining,餐饮美食,Food and Dining,expense,下午茶点了蛋糕卷花了18元,18,CNY,下午茶,anchor,2026-08-31,2026-08-31
food_dining-en-045,en,food_dining,餐饮美食,Food and Dining,expense,"Ordered a cake roll for afternoon tea, 18 yuan",18,CNY,Afternoon tea,anchor,2026-08-31,2026-08-31
food_dining-zh-046,zh,food_dining,餐饮美食,Food and Dining,expense,外卖点麻辣小龙虾花了188块,188,CNY,小龙虾,anchor,2026-08-31,2026-08-31
food_dining-en-046,en,food_dining,餐饮美食,Food and Dining,expense,"Spicy crayfish takeout, 188 bucks",188,CNY,Crayfish,anchor,2026-08-31,2026-08-31
food_dining-zh-047,zh,food_dining,餐饮美食,Food and Dining,expense,茶餐厅冻柠茶走冰花了24HKD,24,HKD,饮品,anchor,2026-08-31,2026-08-31
food_dining-en-047,en,food_dining,餐饮美食,Food and Dining,expense,"Iced lemon tea, no ice, 24 HKD",24,HKD,Drinks,anchor,2026-08-31,2026-08-31
food_dining-zh-048,zh,food_dining,餐饮美食,Food and Dining,expense,大前天包子铺买一笼小笼包花了16元,16,CNY,早餐,rel:-3,2026-08-28,2026-08-31
food_dining-en-048,en,food_dining,餐饮美食,Food and Dining,expense,"Steamed buns at the shop three days ago, 16 yuan",16,CNY,Breakfast,rel:-3,2026-08-28,2026-08-31
food_dining-zh-049,zh,food_dining,餐饮美食,Food and Dining,expense,西餐厅吃牛排套餐花了268块,268,CNY,西餐,anchor,2026-08-31,2026-08-31
food_dining-en-049,en,food_dining,餐饮美食,Food and Dining,expense,"Steak set at the Western restaurant, 268 bucks",268,CNY,Western food,anchor,2026-08-31,2026-08-31
food_dining-zh-050,zh,food_dining,餐饮美食,Food and Dining,expense,自助餐厅吃午餐花了128元,128,CNY,自助餐,anchor,2026-08-31,2026-08-31
food_dining-en-050,en,food_dining,餐饮美食,Food and Dining,expense,"Lunch buffet, 128 yuan",128,CNY,Buffet,anchor,2026-08-31,2026-08-31
transport-zh-001,zh,transport,交通出行,Transport,expense,今天坐地铁上下班花了8HKD,8,HKD,地铁,rel:0,2026-08-31,2026-08-31
transport-en-001,en,transport,交通出行,Transport,expense,"Subway commute today, 8 HKD",8,HKD,Subway,rel:0,2026-08-31,2026-08-31
transport-zh-002,zh,transport,交通出行,Transport,expense,昨天打车去公司付了45块钱,45,CNY,打车,rel:-1,2026-08-30,2026-08-31
transport-en-002,en,transport,交通出行,Transport,expense,"Taxi to work yesterday, 45 bucks",45,CNY,Taxi,rel:-1,2026-08-30,2026-08-31
transport-zh-003,zh,transport,交通出行,Transport,expense,给车加92号油花了300元,300,CNY,加油,anchor,2026-08-31,2026-08-31
transport-en-003,en,transport,交通出行,Transport,expense,"Filled up with 92-octane gas, 300 yuan",300,CNY,Gas,anchor,2026-08-31,2026-08-31
transport-zh-004,zh,transport,交通出行,Transport,expense,公交卡充值100元,100,CNY,公交卡,anchor,2026-08-31,2026-08-31
transport-en-004,en,transport,交通出行,Transport,expense,"Transit card top-up, 100 yuan",100,CNY,Transit card,anchor,2026-08-31,2026-08-31
transport-zh-005,zh,transport,交通出行,Transport,expense,打滴滴去商圈花了38块,38,CNY,网约车,anchor,2026-08-31,2026-08-31
transport-en-005,en,transport,交通出行,Transport,expense,"Didi ride to the mall, 38 bucks",38,CNY,Ride-hail,anchor,2026-08-31,2026-08-31
transport-zh-006,zh,transport,交通出行,Transport,expense,买高铁二等座票花了550元,550,CNY,高铁,anchor,2026-08-31,2026-08-31
transport-en-006,en,transport,交通出行,Transport,expense,"Second-class high-speed rail ticket, 550 yuan",550,CNY,High-speed rail,anchor,2026-08-31,2026-08-31
transport-zh-007,zh,transport,交通出行,Transport,expense,小区停车场交停车费20HKD,20,HKD,停车,anchor,2026-08-31,2026-08-31
transport-en-007,en,transport,交通出行,Transport,expense,"Parking fee at the complex, 20 HKD",20,HKD,Parking,anchor,2026-08-31,2026-08-31
transport-zh-008,zh,transport,交通出行,Transport,expense,这一周每天骑共享单车通勤花了3块钱,3,CNY,共享单车,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06,2026-08-31
transport-en-008,en,transport,交通出行,Transport,expense,"Shared bike commute every day this week, 3 bucks",3,CNY,Shared bike,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06,2026-08-31
transport-zh-009,zh,transport,交通出行,Transport,expense,机场大巴车票花了25元,25,CNY,机场大巴,anchor,2026-08-31,2026-08-31
transport-en-009,en,transport,交通出行,Transport,expense,"Airport shuttle bus ticket, 25 yuan",25,CNY,Airport bus,anchor,2026-08-31,2026-08-31
transport-zh-010,zh,transport,交通出行,Transport,expense,高速过路费花了120块,120,CNY,过路费,anchor,2026-08-31,2026-08-31
transport-en-010,en,transport,交通出行,Transport,expense,"Highway tolls, 120 bucks",120,CNY,Tolls,anchor,2026-08-31,2026-08-31
transport-zh-011,zh,transport,交通出行,Transport,expense,今天明天坐公交去市区都花2元,2,CNY,公交,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
transport-en-011,en,transport,交通出行,Transport,expense,"Bus to downtown today and tomorrow, 2 yuan each",2,CNY,Bus,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
transport-zh-012,zh,transport,交通出行,Transport,expense,网约车去机场花了120块,120,CNY,网约车,anchor,2026-08-31,2026-08-31
transport-en-012,en,transport,交通出行,Transport,expense,"Ride-hail to the airport, 120 bucks",120,CNY,Ride-hail,anchor,2026-08-31,2026-08-31
transport-zh-013,zh,transport,交通出行,Transport,expense,电动车充电花了15元,15,CNY,充电,anchor,2026-08-31,2026-08-31
transport-en-013,en,transport,交通出行,Transport,expense,"EV charging, 15 yuan",15,CNY,Charging,anchor,2026-08-31,2026-08-31
transport-zh-014,zh,transport,交通出行,Transport,expense,买动车票花了180块,180,CNY,动车,anchor,2026-08-31,2026-08-31
transport-en-014,en,transport,交通出行,Transport,expense,"Bullet train ticket, 180 bucks",180,CNY,Bullet train,anchor,2026-08-31,2026-08-31
transport-zh-015,zh,transport,交通出行,Transport,expense,出租车打表花了56元,56,CNY,出租车,anchor,2026-08-31,2026-08-31
transport-en-015,en,transport,交通出行,Transport,expense,"Taxi meter fare, 56 yuan",56,CNY,Taxi,anchor,2026-08-31,2026-08-31
transport-zh-016,zh,transport,交通出行,Transport,expense,摩托车加油花了80块,80,CNY,加油,anchor,2026-08-31,2026-08-31
transport-en-016,en,transport,交通出行,Transport,expense,"Motorcycle gas, 80 bucks",80,CNY,Gas,anchor,2026-08-31,2026-08-31
transport-zh-017,zh,transport,交通出行,Transport,expense,坐轮渡去对岸花了15HKD,15,HKD,轮渡,anchor,2026-08-31,2026-08-31
transport-en-017,en,transport,交通出行,Transport,expense,"Ferry across the harbor, 15 HKD",15,HKD,Ferry,anchor,2026-08-31,2026-08-31
transport-zh-018,zh,transport,交通出行,Transport,expense,代驾回家花了80元,80,CNY,代驾,anchor,2026-08-31,2026-08-31
transport-en-018,en,transport,交通出行,Transport,expense,"Designated driver home, 80 yuan",80,CNY,Designated driver,anchor,2026-08-31,2026-08-31
transport-zh-019,zh,transport,交通出行,Transport,expense,租车一天花了300块,300,CNY,租车,anchor,2026-08-31,2026-08-31
transport-en-019,en,transport,交通出行,Transport,expense,"Car rental for a day, 300 bucks",300,CNY,Car rental,anchor,2026-08-31,2026-08-31
transport-zh-020,zh,transport,交通出行,Transport,expense,地铁月卡充值200元,200,CNY,地铁卡,anchor,2026-08-31,2026-08-31
transport-en-020,en,transport,交通出行,Transport,expense,"Monthly subway pass top-up, 200 yuan",200,CNY,Subway card,anchor,2026-08-31,2026-08-31
transport-zh-021,zh,transport,交通出行,Transport,expense,顺风车去邻市花了120块,120,CNY,顺风车,anchor,2026-08-31,2026-08-31
transport-en-021,en,transport,交通出行,Transport,expense,"Carpool to the next city, 120 bucks",120,CNY,Carpool,anchor,2026-08-31,2026-08-31
transport-zh-022,zh,transport,交通出行,Transport,expense,买飞机票经济舱花了1200元,1200,CNY,机票,anchor,2026-08-31,2026-08-31
transport-en-022,en,transport,交通出行,Transport,expense,"Economy flight ticket, 1200 yuan",1200,CNY,Flight,anchor,2026-08-31,2026-08-31
transport-zh-023,zh,transport,交通出行,Transport,expense,停车场包月费300元,300,CNY,停车月费,anchor,2026-08-31,2026-08-31
transport-en-023,en,transport,交通出行,Transport,expense,"Monthly parking pass, 300 yuan",300,CNY,Monthly parking,anchor,2026-08-31,2026-08-31
transport-zh-024,zh,transport,交通出行,Transport,expense,坐大巴回老家花了150块,150,CNY,大巴,anchor,2026-08-31,2026-08-31
transport-en-024,en,transport,交通出行,Transport,expense,"Coach bus back home, 150 bucks",150,CNY,Coach bus,anchor,2026-08-31,2026-08-31
transport-zh-025,zh,transport,交通出行,Transport,expense,今天到后天骑共享电动车都花5元,5,CNY,共享电动车,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
transport-en-025,en,transport,交通出行,Transport,expense,"Shared e-bike today through day after tomorrow, 5 yuan",5,CNY,Shared e-bike,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
transport-zh-026,zh,transport,交通出行,Transport,expense,本周五滴滴打快车花了28块,28,CNY,网约车,weekday:5,2026-09-04,2026-08-31
transport-en-026,en,transport,交通出行,Transport,expense,"Didi express this Friday, 28 bucks",28,CNY,Ride-hail,weekday:5,2026-09-04,2026-08-31
transport-zh-027,zh,transport,交通出行,Transport,expense,给车做保养花了500元,500,CNY,保养,anchor,2026-08-31,2026-08-31
transport-en-027,en,transport,交通出行,Transport,expense,"Car maintenance, 500 yuan",500,CNY,Maintenance,anchor,2026-08-31,2026-08-31
transport-zh-028,zh,transport,交通出行,Transport,expense,买船票去海岛玩花了180块,180,CNY,船票,anchor,2026-08-31,2026-08-31
transport-en-028,en,transport,交通出行,Transport,expense,"Ferry ticket to the island, 180 bucks",180,CNY,Ferry ticket,anchor,2026-08-31,2026-08-31
transport-zh-029,zh,transport,交通出行,Transport,expense,公交转地铁一共花了6元,6,CNY,公交换乘,anchor,2026-08-31,2026-08-31
transport-en-029,en,transport,交通出行,Transport,expense,"Bus plus subway transfer, 6 yuan",6,CNY,Bus transfer,anchor,2026-08-31,2026-08-31
transport-zh-030,zh,transport,交通出行,Transport,expense,8月15日打车去高铁站花了60块,60,CNY,打车,ymd:2026-08-15,2026-08-15,2026-08-31
transport-en-030,en,transport,交通出行,Transport,expense,"Taxi to the rail station on Aug 15, 60 bucks",60,CNY,Taxi,ymd:2026-08-15,2026-08-15,2026-08-31
transport-zh-031,zh,transport,交通出行,Transport,expense,ETC扣费85元,85,CNY,ETC,anchor,2026-08-31,2026-08-31
transport-en-031,en,transport,交通出行,Transport,expense,"ETC toll charge, 85 yuan",85,CNY,ETC,anchor,2026-08-31,2026-08-31
transport-zh-032,zh,transport,交通出行,Transport,expense,坐轻轨去郊区花了20块,20,CNY,轻轨,anchor,2026-08-31,2026-08-31
transport-en-032,en,transport,交通出行,Transport,expense,"Light rail to the suburbs, 20 bucks",20,CNY,Light rail,anchor,2026-08-31,2026-08-31
transport-zh-033,zh,transport,交通出行,Transport,expense,网约车拼车花了18元,18,CNY,拼车,anchor,2026-08-31,2026-08-31
transport-en-033,en,transport,交通出行,Transport,expense,"Pooled ride-hail, 18 yuan",18,CNY,Carpool,anchor,2026-08-31,2026-08-31
transport-zh-034,zh,transport,交通出行,Transport,expense,自行车补胎花了15块,15,CNY,修车,anchor,2026-08-31,2026-08-31
transport-en-034,en,transport,交通出行,Transport,expense,"Bike tire patch, 15 bucks",15,CNY,Bike repair,anchor,2026-08-31,2026-08-31
transport-zh-035,zh,transport,交通出行,Transport,expense,买火车票卧铺花了320元,320,CNY,火车票,anchor,2026-08-31,2026-08-31
transport-en-035,en,transport,交通出行,Transport,expense,"Sleeper train ticket, 320 yuan",320,CNY,Train ticket,anchor,2026-08-31,2026-08-31
transport-zh-036,zh,transport,交通出行,Transport,expense,小区停车费一天10元,10,CNY,停车,anchor,2026-08-31,2026-08-31
transport-en-036,en,transport,交通出行,Transport,expense,"Daily parking at the complex, 10 yuan",10,CNY,Parking,anchor,2026-08-31,2026-08-31
transport-zh-037,zh,transport,交通出行,Transport,expense,坐叮叮车花了3HKD,3,HKD,叮叮车,anchor,2026-08-31,2026-08-31
